Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback
CUST1189,2022-11-02,DJI Mavic Air 2,1372.07,PayPal,No Warranty,Weekly,Aerial Photography,5,"For the price of 1372.07, the DJI Mavic Air 2 offers excellent performance. It's fantastic for Aerial Photography."
CUST1190,2023-03-02,DJI Mavic Air 2,1565.62,Credit Card,1 Year,Weekly,Professional Use,4,"For the price of 1565.62, the DJI Mavic Air 2 offers satisfying performance. It's perfect for Professional Use."
CUST1191,2022-12-27,Autel EVO 2 Pro,1371.95,Debit Card,1 Year,Daily,Professional Use,5,I'm truly impressed with the Autel EVO 2 Pro. It's impressive and amazing for Professional Use.
CUST1192,2022-11-16,DJI Mini 2,1399.28,PayPal,No Warranty,Monthly,Recreation,5,I couldn't be happier with the DJI Mini 2. It's reliable and fantastic for Recreation.
CUST1193,2023-05-03,Skydio X2,1252.9,Debit Card,2 Years,Weekly,Professional Use,4,I couldn't be happier with the Skydio X2. It's impressive and fantastic for Professional Use.
CUST1194,2023-07-31,Autel EVO Lite+,896.02,Credit Card,No Warranty,Monthly,Aerial Photography,5,I couldn't be happier with the Autel EVO Lite+. It's satisfying and perfect for Aerial Photography.
CUST1195,2023-03-17,Autel EVO Nano+,1956.21,Cash,2 Years,Weekly,Aerial Photography,5,I couldn't be happier with the Autel EVO Nano+. It's impressive and exceptional for Aerial Photography.
CUST1196,2023-02-17,Autel EVO Lite+,2318.26,PayPal,No Warranty,Daily,Recreation,4,The Autel EVO Lite+ is satisfying and exceeded my expectations. It's amazing for Recreation.
CUST1197,2022-11-18,DJI Mavic Air 2,1898.11,Credit Card,2 Years,Monthly,Recreation,5,The DJI Mavic Air 2 is reliable and exceeded my expectations. It's perfect for Recreation.
CUST1198,2023-02-11,Autel EVO Nano+,659.87,Cash,No Warranty,Monthly,Aerial Photography,3,I couldn't be happier with the Autel EVO Nano+. It's excellent and terrific for Aerial Photography.
CUST1199,2023-08-06,DJI Mini 2,744.23,Credit Card,No Warranty,Monthly,Professional Use,5,I'm truly impressed with the DJI Mini 2. It's satisfying and fantastic for Professional Use.
CUST1200,2023-04-24,DJI Mavic Air 2,1185.12,PayPal,1 Year,Daily,Aerial Photography,3,I couldn't be happier with the DJI Mavic Air 2. It's satisfying and amazing for Aerial Photography.
CUST1201,2023-04-09,Skydio X2,584.38,PayPal,No Warranty,Daily,Recreation,5,I purchased the Skydio X2 and it has been an outstanding experience. It's perfect for Recreation.
CUST1202,2022-10-11,DJI Air 2S,772.31,PayPal,No Warranty,Daily,Aerial Photography,4,I couldn't be happier with the DJI Air 2S. It's impressive and amazing for Aerial Photography.
CUST1203,2023-03-06,DJI Air 2S,1152.34,Credit Card,1 Year,Daily,Recreation,4,I couldn't be happier with the DJI Air 2S. It's satisfying and fantastic for Recreation.
CUST1204,2022-10-10,Autel EVO Lite+,1298.45,Cash,1 Year,Monthly,Aerial Photography,5,"For the price of 1298.45, the Autel EVO Lite+ offers satisfying performance. It's perfect for Aerial Photography."
CUST1205,2023-01-25,Autel EVO 2 Pro,1769.85,Credit Card,2 Years,Weekly,Aerial Photography,5,"For the price of 1769.85, the Autel EVO 2 Pro offers impressive performance. It's perfect for Aerial Photography."
CUST1206,2023-01-28,DJI Mavic Air 2,1362.59,PayPal,1 Year,Monthly,Aerial Photography,5,I couldn't be happier with the DJI Mavic Air 2. It's reliable and fantastic for Aerial Photography.
CUST1207,2023-04-28,Autel EVO 2 Pro,2285.02,Credit Card,1 Year,Daily,Recreation,5,"For the price of 2285.02, the Autel EVO 2 Pro offers outstanding performance. It's exceptional for Recreation."
CUST1208,2023-06-02,Autel EVO Nano+,2148.8,Credit Card,1 Year,Weekly,Aerial Photography,4,"For the price of 2148.8, the Autel EVO Nano+ offers reliable performance. It's perfect for Aerial Photography."
CUST1209,2022-11-15,Yuneec Typhoon H,1112.35,Credit Card,No Warranty,Monthly,Professional Use,3,I'm truly impressed with the Yuneec Typhoon H. It's satisfying and amazing for Professional Use.
CUST1210,2023-04-08,DJI Mini 2,412.37,Debit Card,No Warranty,Daily,Professional Use,2,"For the price of 412.37, the DJI Mini 2 offers reliable performance. It's amazing for Professional Use."
CUST1211,2022-10-29,Autel EVO 2 Pro,1663.66,Credit Card,2 Years,Monthly,Aerial Photography,4,I couldn't be happier with the Autel EVO 2 Pro. It's excellent and amazing for Aerial Photography.
CUST1212,2022-12-26,Autel EVO Lite+,1835.66,Credit Card,1 Year,Monthly,Professional Use,3,The Autel EVO Lite+ is satisfying and exceeded my expectations. It's terrific for Professional Use.
CUST1213,2023-01-10,Yuneec Typhoon H,1053.22,Credit Card,2 Years,Daily,Professional Use,5,I'm truly impressed with the Yuneec Typhoon H. It's outstanding and perfect for Professional Use.
CUST1214,2022-12-30,Autel EVO Nano+,1062.14,PayPal,2 Years,Weekly,Recreation,3,I'm truly impressed with the Autel EVO Nano+. It's reliable and exceptional for Recreation.
CUST1215,2023-05-16,Skydio X2,719.07,Credit Card,No Warranty,Weekly,Professional Use,4,The Skydio X2 is impressive and exceeded my expectations. It's perfect for Professional Use.
CUST1216,2023-06-05,Autel EVO Lite+,2448.02,PayPal,1 Year,Weekly,Professional Use,3,The Autel EVO Lite+ is satisfying and exceeded my expectations. It's amazing for Professional Use.
CUST1217,2023-08-06,Skydio 2,1825.77,PayPal,1 Year,Monthly,Aerial Photography,4,"For the price of 1825.77, the Skydio 2 offers impressive performance. It's terrific for Aerial Photography."
CUST1218,2023-06-14,Autel EVO Nano+,1185.33,Credit Card,1 Year,Weekly,Aerial Photography,4,"For the price of 1185.33, the Autel EVO Nano+ offers reliable performance. It's exceptional for Aerial Photography."
CUST1219,2023-03-30,Autel EVO 2 Pro,2091.61,Cash,1 Year,Monthly,Aerial Photography,5,I'm truly impressed with the Autel EVO 2 Pro. It's outstanding and exceptional for Aerial Photography.
CUST1220,2023-07-09,Skydio 2,807.6,Cash,No Warranty,Daily,Aerial Photography,4,The Skydio 2 is excellent and exceeded my expectations. It's fantastic for Aerial Photography.
CUST1221,2023-06-27,Autel EVO 2 Pro,413.45,Credit Card,2 Years,Daily,Aerial Photography,5,The Autel EVO 2 Pro is outstanding and exceeded my expectations. It's exceptional for Aerial Photography.
CUST1222,2023-04-05,DJI Mavic Air 2,1932.05,Cash,No Warranty,Weekly,Professional Use,3,"For the price of 1932.05, the DJI Mavic Air 2 offers satisfying performance. It's exceptional for Professional Use."
CUST1223,2023-05-06,DJI Mini 2,1940.3,Credit Card,No Warranty,Daily,Professional Use,4,I'm truly impressed with the DJI Mini 2. It's impressive and terrific for Professional Use.
CUST1224,2023-02-16,Parrot Anafi USA,2415.0,Credit Card,1 Year,Weekly,Recreation,4,The Parrot Anafi USA is outstanding and exceeded my expectations. It's amazing for Recreation.
CUST1225,2023-01-11,Autel EVO Nano+,710.68,Debit Card,1 Year,Daily,Professional Use,4,I'm truly impressed with the Autel EVO Nano+. It's outstanding and amazing for Professional Use.
CUST1226,2023-03-05,DJI Mavic Air 2,877.25,Cash,2 Years,Daily,Recreation,5,"For the price of 877.25, the DJI Mavic Air 2 offers reliable performance. It's perfect for Recreation."
CUST1227,2023-01-06,Autel EVO Lite+,1592.72,Cash,1 Year,Weekly,Recreation,4,I couldn't be happier with the Autel EVO Lite+. It's excellent and amazing for Recreation.
CUST1228,2023-06-09,DJI Mavic Air 2,856.42,Cash,No Warranty,Daily,Recreation,3,I couldn't be happier with the DJI Mavic Air 2. It's satisfying and terrific for Recreation.
CUST1229,2023-06-09,Autel EVO 2 Pro,683.45,Cash,No Warranty,Monthly,Aerial Photography,4,"For the price of 683.45, the Autel EVO 2 Pro offers excellent performance. It's exceptional for Aerial Photography."
CUST1230,2023-01-15,Autel EVO Nano+,2390.84,Credit Card,No Warranty,Weekly,Recreation,5,I'm truly impressed with the Autel EVO Nano+. It's impressive and perfect for Recreation.
CUST1231,2023-01-17,Autel EVO Lite+,383.79,Credit Card,1 Year,Daily,Recreation,4,The Autel EVO Lite+ is satisfying and exceeded my expectations. It's fantastic for Recreation.
CUST1232,2023-01-14,Skydio X2,1844.67,PayPal,No Warranty,Daily,Aerial Photography,4,The Skydio X2 is reliable and exceeded my expectations. It's terrific for Aerial Photography.
CUST1233,2023-07-25,DJI Mavic Air 2,2396.54,Cash,No Warranty,Monthly,Recreation,4,"For the price of 2396.54, the DJI Mavic Air 2 offers satisfying performance. It's fantastic for Recreation."
CUST1234,2023-06-18,Skydio 2,414.22,Credit Card,1 Year,Weekly,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's satisfying and terrific for Aerial Photography.
CUST1235,2023-05-06,Autel EVO Nano+,1795.78,Debit Card,2 Years,Weekly,Aerial Photography,4,I'm truly impressed with the Autel EVO Nano+. It's excellent and amazing for Aerial Photography.
CUST1236,2022-12-29,Skydio X2,895.39,Cash,1 Year,Monthly,Recreation,3,"For the price of 895.39, the Skydio X2 offers satisfying performance. It's terrific for Recreation."
CUST1237,2023-07-14,Autel EVO Nano+,428.42,PayPal,2 Years,Weekly,Professional Use,5,The Autel EVO Nano+ is excellent and exceeded my expectations. It's fantastic for Professional Use.
CUST1238,2023-05-14,Skydio 2,1760.48,Debit Card,2 Years,Daily,Professional Use,4,I'm truly impressed with the Skydio 2. It's impressive and fantastic for Professional Use.
CUST1239,2023-01-05,Yuneec Typhoon H,402.31,Debit Card,1 Year,Weekly,Professional Use,4,I'm truly impressed with the Yuneec Typhoon H. It's excellent and terrific for Professional Use.
CUST1240,2023-06-03,Autel EVO 2 Pro,1703.07,Credit Card,1 Year,Weekly,Aerial Photography,4,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and fantastic for Aerial Photography.
CUST1241,2023-06-02,Autel EVO 2 Pro,304.57,Cash,No Warranty,Weekly,Aerial Photography,5,I couldn't be happier with the Autel EVO 2 Pro. It's excellent and fantastic for Aerial Photography.
CUST1242,2023-03-28,DJI Mavic Air 2,1263.76,Credit Card,2 Years,Daily,Recreation,4,I'm truly impressed with the DJI Mavic Air 2. It's outstanding and terrific for Recreation.
CUST1243,2023-07-09,DJI Mavic Air 2,1604.4,PayPal,2 Years,Monthly,Professional Use,3,I couldn't be happier with the DJI Mavic Air 2. It's excellent and exceptional for Professional Use.
CUST1244,2022-12-04,Autel EVO Lite+,1970.02,Credit Card,2 Years,Weekly,Professional Use,5,I couldn't be happier with the Autel EVO Lite+. It's impressive and terrific for Professional Use.
CUST1245,2023-07-23,Parrot Anafi USA,734.02,Credit Card,2 Years,Daily,Professional Use,4,"For the price of 734.02, the Parrot Anafi USA offers excellent performance. It's terrific for Professional Use."
CUST1246,2022-12-05,Skydio X2,1163.68,Cash,No Warranty,Weekly,Aerial Photography,5,"For the price of 1163.68, the Skydio X2 offers reliable performance. It's perfect for Aerial Photography."
CUST1247,2023-01-13,DJI Air 2S,1945.57,PayPal,1 Year,Weekly,Aerial Photography,5,"For the price of 1945.57, the DJI Air 2S offers outstanding performance. It's terrific for Aerial Photography."
CUST1248,2022-10-13,Autel EVO Nano+,1139.25,PayPal,1 Year,Weekly,Recreation,4,The Autel EVO Nano+ is satisfying and exceeded my expectations. It's fantastic for Recreation.
CUST1249,2023-07-15,Skydio 2,2288.4,Cash,1 Year,Weekly,Recreation,4,"For the price of 2288.4, the Skydio 2 offers impressive performance. It's amazing for Recreation."
CUST1250,2023-04-11,Autel EVO 2 Pro,580.21,Cash,1 Year,Monthly,Professional Use,4,I couldn't be happier with the Autel EVO 2 Pro. It's outstanding and exceptional for Professional Use.
CUST1251,2023-05-05,Yuneec Typhoon H,1111.07,Credit Card,1 Year,Daily,Aerial Photography,4,"For the price of 1111.07, the Yuneec Typhoon H offers excellent performance. It's perfect for Aerial Photography."
CUST1252,2022-11-04,Autel EVO Lite+,2452.49,Credit Card,No Warranty,Weekly,Professional Use,2,"For the price of 2452.49, the Autel EVO Lite+ offers reliable performance. It's amazing for Professional Use."
CUST1253,2023-02-21,Skydio 2,1909.47,PayPal,No Warranty,Daily,Recreation,4,I couldn't be happier with the Skydio 2. It's excellent and amazing for Recreation.
CUST1254,2023-06-06,Skydio 2,1003.82,Debit Card,2 Years,Weekly,Professional Use,4,"For the price of 1003.82, the Skydio 2 offers outstanding performance. It's terrific for Professional Use."
CUST1255,2022-12-16,DJI Air 2S,2317.04,PayPal,2 Years,Weekly,Professional Use,5,The DJI Air 2S is outstanding and exceeded my expectations. It's perfect for Professional Use.
CUST1256,2023-04-05,Yuneec Typhoon H,1828.27,Cash,No Warranty,Monthly,Professional Use,5,I'm truly impressed with the Yuneec Typhoon H. It's outstanding and amazing for Professional Use.
CUST1257,2023-05-26,Skydio X2,1421.08,Debit Card,2 Years,Weekly,Recreation,5,The Skydio X2 is impressive and exceeded my expectations. It's fantastic for Recreation.
CUST1258,2022-12-30,Autel EVO 2 Pro,1139.71,Debit Card,No Warranty,Weekly,Recreation,5,I'm truly impressed with the Autel EVO 2 Pro. It's impressive and amazing for Recreation.
CUST1259,2023-03-02,Autel EVO Nano+,853.29,Debit Card,2 Years,Weekly,Professional Use,3,I'm truly impressed with the Autel EVO Nano+. It's excellent and amazing for Professional Use.
CUST1260,2023-08-15,Autel EVO 2 Pro,2146.73,Debit Card,No Warranty,Weekly,Recreation,4,The Autel EVO 2 Pro is impressive and exceeded my expectations. It's terrific for Recreation.
CUST1261,2023-06-25,DJI Mini 2,1553.32,Debit Card,1 Year,Daily,Professional Use,5,I'm truly impressed with the DJI Mini 2. It's impressive and fantastic for Professional Use.
CUST1262,2023-08-06,DJI Air 2S,604.42,PayPal,1 Year,Daily,Aerial Photography,4,I'm truly impressed with the DJI Air 2S. It's impressive and perfect for Aerial Photography.
CUST1263,2022-12-12,DJI Mini 2,1814.36,Cash,No Warranty,Daily,Professional Use,3,I couldn't be happier with the DJI Mini 2. It's satisfying and exceptional for Professional Use.
CUST1264,2023-01-06,Skydio X2,2215.76,PayPal,2 Years,Daily,Professional Use,4,"For the price of 2215.76, the Skydio X2 offers outstanding performance. It's perfect for Professional Use."
CUST1265,2022-10-28,DJI Mini 2,2101.86,PayPal,2 Years,Monthly,Aerial Photography,4,"For the price of 2101.86, the DJI Mini 2 offers satisfying performance. It's amazing for Aerial Photography."
CUST1266,2022-12-23,Autel EVO Lite+,1264.15,PayPal,No Warranty,Daily,Recreation,2,"For the price of 1264.15, the Autel EVO Lite+ offers reliable performance. It's amazing for Recreation."
CUST1267,2023-06-16,Autel EVO 2 Pro,1567.24,Debit Card,No Warranty,Weekly,Professional Use,5,I couldn't be happier with the Autel EVO 2 Pro. It's impressive and fantastic for Professional Use.
CUST1268,2023-05-15,Parrot Anafi USA,2179.99,Cash,1 Year,Daily,Professional Use,4,I couldn't be happier with the Parrot Anafi USA. It's outstanding and fantastic for Professional Use.
CUST1269,2022-11-04,DJI Air 2S,1265.32,Cash,1 Year,Monthly,Recreation,4,I'm truly impressed with the DJI Air 2S. It's outstanding and amazing for Recreation.
CUST1270,2023-04-10,Skydio X2,977.63,Credit Card,No Warranty,Weekly,Recreation,5,"For the price of 977.63, the Skydio X2 offers reliable performance. It's perfect for Recreation."
CUST1271,2023-04-24,DJI Mini 2,2313.4,Debit Card,No Warranty,Weekly,Aerial Photography,5,The DJI Mini 2 is impressive and exceeded my expectations. It's perfect for Aerial Photography.
CUST1272,2023-01-22,Parrot Anafi USA,1504.53,Debit Card,1 Year,Daily,Aerial Photography,4,"For the price of 1504.53, the Parrot Anafi USA offers satisfying performance. It's amazing for Aerial Photography."
CUST1273,2023-05-08,Yuneec Typhoon H,1316.8,Debit Card,1 Year,Monthly,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's excellent and fantastic for Recreation.
CUST1274,2023-02-14,Autel EVO Lite+,739.34,PayPal,No Warranty,Weekly,Professional Use,4,I couldn't be happier with the Autel EVO Lite+. It's reliable and terrific for Professional Use.
CUST1275,2023-04-09,Autel EVO 2 Pro,1718.25,Cash,2 Years,Monthly,Professional Use,4,I couldn't be happier with the Autel EVO 2 Pro. It's outstanding and perfect for Professional Use.
CUST1276,2023-01-30,DJI Mini 2,1796.28,Cash,1 Year,Weekly,Aerial Photography,5,I couldn't be happier with the DJI Mini 2. It's outstanding and fantastic for Aerial Photography.
CUST1277,2023-07-15,Skydio X2,702.95,Credit Card,No Warranty,Daily,Recreation,3,The Skydio X2 is satisfying and exceeded my expectations. It's amazing for Recreation.
CUST1278,2023-07-30,Skydio 2,1755.37,PayPal,1 Year,Monthly,Recreation,4,"For the price of 1755.37, the Skydio 2 offers impressive performance. It's perfect for Recreation."
CUST1279,2022-10-12,Autel EVO Lite+,1671.55,PayPal,No Warranty,Weekly,Recreation,5,I'm truly impressed with the Autel EVO Lite+. It's excellent and perfect for Recreation.
CUST1280,2023-04-18,Autel EVO Nano+,1815.45,Debit Card,2 Years,Monthly,Recreation,5,I purchased the Autel EVO Nano+ and it has been an excellent experience. It's perfect for Recreation.
CUST1281,2023-08-14,DJI Mini 2,826.73,Debit Card,1 Year,Monthly,Professional Use,4,I'm truly impressed with the DJI Mini 2. It's impressive and exceptional for Professional Use.
CUST1282,2023-07-26,Autel EVO Nano+,1570.2,Credit Card,2 Years,Daily,Aerial Photography,1,"For the price of 1570.2, the Autel EVO Nano+ offers reliable performance. It's amazing for Aerial Photography."
CUST1283,2023-05-31,DJI Mavic Air 2,2218.64,Debit Card,No Warranty,Weekly,Recreation,4,"For the price of 2218.64, the DJI Mavic Air 2 offers satisfying performance. It's exceptional for Recreation."
CUST1284,2023-07-19,DJI Mini 2,1976.51,Cash,1 Year,Daily,Professional Use,3,I'm truly impressed with the DJI Mini 2. It's excellent and amazing for Professional Use.
CUST1285,2023-03-18,DJI Air 2S,1981.5,Cash,2 Years,Monthly,Recreation,3,The DJI Air 2S is reliable and exceeded my expectations. It's terrific for Recreation.
CUST1286,2022-12-20,DJI Mini 2,1727.06,Debit Card,2 Years,Weekly,Aerial Photography,5,"For the price of 1727.06, the DJI Mini 2 offers impressive performance. It's perfect for Aerial Photography."
CUST1287,2022-11-11,Autel EVO Nano+,714.01,Debit Card,1 Year,Monthly,Professional Use,3,I couldn't be happier with the Autel EVO Nano+. It's excellent and exceptional for Professional Use.
CUST1288,2023-07-04,Autel EVO 2 Pro,530.46,Cash,2 Years,Weekly,Aerial Photography,4,"For the price of 530.46, the Autel EVO 2 Pro offers satisfying performance. It's exceptional for Aerial Photography."
CUST1289,2022-12-10,Autel EVO Lite+,1355.52,PayPal,No Warranty,Daily,Recreation,5,The Autel EVO Lite+ is outstanding and exceeded my expectations. It's perfect for Recreation.
CUST1290,2023-02-22,Autel EVO Lite+,717.42,Debit Card,1 Year,Monthly,Recreation,4,"For the price of 717.42, the Autel EVO Lite+ offers satisfying performance. It's perfect for Recreation."
CUST1291,2023-02-15,Autel EVO Nano+,1681.83,Credit Card,No Warranty,Daily,Recreation,3,I'm truly impressed with the Autel EVO Nano+. It's satisfying and amazing for Recreation.
CUST1292,2022-12-19,Parrot Anafi USA,845.45,Debit Card,No Warranty,Weekly,Recreation,5,I purchased the Parrot Anafi USA and it has been an satisfying experience. It's perfect for Recreation.
CUST1293,2023-03-08,DJI Air 2S,1986.98,PayPal,No Warranty,Monthly,Professional Use,4,"For the price of 1986.98, the DJI Air 2S offers reliable performance. It's terrific for Professional Use."
CUST1294,2022-11-13,Autel EVO Nano+,2278.75,Credit Card,1 Year,Daily,Professional Use,2,The Autel EVO Nano+ is reliable and exceeded my expectations. It's amazing for Professional Use.
CUST1295,2023-01-03,DJI Mavic Air 2,845.75,Debit Card,2 Years,Monthly,Aerial Photography,4,I couldn't be happier with the DJI Mavic Air 2. It's excellent and fantastic for Aerial Photography.
CUST1296,2023-07-06,Parrot Anafi USA,2401.25,Debit Card,1 Year,Daily,Aerial Photography,5,I couldn't be happier with the Parrot Anafi USA. It's impressive and exceptional for Aerial Photography.
CUST1297,2023-07-07,DJI Mini 2,1936.51,PayPal,2 Years,Monthly,Aerial Photography,5,I couldn't be happier with the DJI Mini 2. It's impressive and terrific for Aerial Photography.
CUST1298,2023-09-03,Parrot Anafi USA,2238.66,Credit Card,1 Year,Weekly,Aerial Photography,3,The Parrot Anafi USA is satisfying and exceeded my expectations. It's exceptional for Aerial Photography.
CUST1299,2023-08-14,Yuneec Typhoon H,2491.09,Credit Card,No Warranty,Weekly,Recreation,5,I'm truly impressed with the Yuneec Typhoon H. It's excellent and perfect for Recreation.
CUST1300,2022-12-26,Parrot Anafi USA,2365.05,Credit Card,1 Year,Monthly,Aerial Photography,4,"For the price of 2365.05, the Parrot Anafi USA offers impressive performance. It's fantastic for Aerial Photography."
CUST1301,2023-04-21,Autel EVO Nano+,795.19,PayPal,1 Year,Monthly,Recreation,4,I'm truly impressed with the Autel EVO Nano+. It's outstanding and perfect for Recreation.
CUST1302,2023-07-25,Skydio X2,1719.74,Cash,No Warranty,Weekly,Recreation,4,I'm truly impressed with the Skydio X2. It's outstanding and terrific for Recreation.
CUST1303,2023-01-26,Autel EVO Lite+,1078.86,Credit Card,1 Year,Daily,Recreation,4,I'm truly impressed with the Autel EVO Lite+. It's reliable and terrific for Recreation.
CUST1304,2022-11-09,Skydio 2,1391.19,Credit Card,No Warranty,Monthly,Aerial Photography,4,"For the price of 1391.19, the Skydio 2 offers outstanding performance. It's perfect for Aerial Photography."
CUST1305,2023-05-18,Autel EVO Nano+,963.89,Credit Card,1 Year,Weekly,Professional Use,5,"For the price of 963.89, the Autel EVO Nano+ offers reliable performance. It's fantastic for Professional Use."
CUST1306,2023-08-13,DJI Air 2S,2009.17,Debit Card,No Warranty,Monthly,Professional Use,5,I'm truly impressed with the DJI Air 2S. It's reliable and fantastic for Professional Use.
CUST1307,2023-02-10,Parrot Anafi USA,1634.79,Credit Card,1 Year,Monthly,Professional Use,4,The Parrot Anafi USA is satisfying and exceeded my expectations. It's perfect for Professional Use.
CUST1308,2022-10-13,DJI Mini 2,798.99,Cash,1 Year,Monthly,Recreation,3,"For the price of 798.99, the DJI Mini 2 offers satisfying performance. It's amazing for Recreation."
CUST1309,2022-10-16,Autel EVO Nano+,2413.06,Credit Card,No Warranty,Daily,Recreation,3,I couldn't be happier with the Autel EVO Nano+. It's reliable and exceptional for Recreation.
CUST1310,2023-04-26,Autel EVO Nano+,1480.9,Cash,2 Years,Weekly,Aerial Photography,4,The Autel EVO Nano+ is impressive and exceeded my expectations. It's perfect for Aerial Photography.
CUST1311,2023-08-10,Yuneec Typhoon H,1464.4,Credit Card,1 Year,Daily,Recreation,4,"For the price of 1464.4, the Yuneec Typhoon H offers impressive performance. It's terrific for Recreation."
CUST1312,2023-08-22,Skydio X2,2152.8,Credit Card,No Warranty,Daily,Professional Use,4,I couldn't be happier with the Skydio X2. It's reliable and exceptional for Professional Use.
CUST1313,2023-07-17,Yuneec Typhoon H,764.88,Debit Card,No Warranty,Weekly,Aerial Photography,5,I'm truly impressed with the Yuneec Typhoon H. It's impressive and exceptional for Aerial Photography.
CUST1314,2023-05-22,DJI Mavic Air 2,2282.53,Credit Card,No Warranty,Weekly,Recreation,3,I couldn't be happier with the DJI Mavic Air 2. It's satisfying and amazing for Recreation.
CUST1315,2023-01-03,Parrot Anafi USA,1870.14,PayPal,No Warranty,Monthly,Recreation,3,"For the price of 1870.14, the Parrot Anafi USA offers reliable performance. It's exceptional for Recreation."
CUST1316,2023-08-31,Parrot Anafi USA,394.31,Credit Card,1 Year,Daily,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's outstanding and perfect for Professional Use.
CUST1317,2022-11-25,Autel EVO Lite+,1312.5,Cash,2 Years,Monthly,Professional Use,4,I couldn't be happier with the Autel EVO Lite+. It's impressive and perfect for Professional Use.
CUST1318,2023-01-30,Yuneec Typhoon H,1744.38,Debit Card,1 Year,Daily,Recreation,4,I couldn't be happier with the Yuneec Typhoon H. It's impressive and terrific for Recreation.
CUST1319,2022-10-27,Skydio 2,850.14,Credit Card,1 Year,Daily,Professional Use,3,The Skydio 2 is satisfying and exceeded my expectations. It's amazing for Professional Use.
CUST1320,2022-10-16,DJI Mavic Air 2,1243.83,Cash,2 Years,Monthly,Recreation,2,"For the price of 1243.83, the DJI Mavic Air 2 offers reliable performance. It's amazing for Recreation."
CUST1321,2023-03-27,Autel EVO Nano+,1769.08,PayPal,No Warranty,Weekly,Recreation,4,I purchased the Autel EVO Nano+ and it has been an satisfying experience. It's perfect for Recreation.
CUST1322,2022-11-04,DJI Air 2S,648.21,Debit Card,2 Years,Monthly,Professional Use,5,I couldn't be happier with the DJI Air 2S. It's reliable and fantastic for Professional Use.
CUST1323,2023-05-25,Autel EVO 2 Pro,1765.18,Credit Card,2 Years,Monthly,Recreation,4,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and perfect for Recreation.
CUST1324,2023-06-07,DJI Air 2S,2157.32,Credit Card,2 Years,Monthly,Aerial Photography,5,I'm truly impressed with the DJI Air 2S. It's satisfying and fantastic for Aerial Photography.
CUST1325,2023-02-06,Skydio X2,1307.45,PayPal,No Warranty,Monthly,Recreation,4,"For the price of 1307.45, the Skydio X2 offers satisfying performance. It's terrific for Recreation."
CUST1326,2023-04-17,DJI Mini 2,2096.76,Debit Card,1 Year,Daily,Professional Use,4,I couldn't be happier with the DJI Mini 2. It's impressive and exceptional for Professional Use.
CUST1327,2023-06-16,Skydio X2,657.43,Debit Card,1 Year,Weekly,Professional Use,4,I'm truly impressed with the Skydio X2. It's outstanding and perfect for Professional Use.
CUST1328,2022-12-07,Parrot Anafi USA,1100.95,PayPal,No Warranty,Monthly,Recreation,5,I couldn't be happier with the Parrot Anafi USA. It's excellent and perfect for Recreation.
CUST1329,2023-02-06,Autel EVO Nano+,1766.59,PayPal,2 Years,Daily,Recreation,5,I'm truly impressed with the Autel EVO Nano+. It's impressive and exceptional for Recreation.
CUST1330,2022-10-10,DJI Mavic Air 2,730.29,PayPal,1 Year,Daily,Recreation,5,"For the price of 730.29, the DJI Mavic Air 2 offers outstanding performance. It's amazing for Recreation."
CUST1331,2023-07-01,DJI Mavic Air 2,907.2,Debit Card,1 Year,Monthly,Recreation,4,The DJI Mavic Air 2 is satisfying and exceeded my expectations. It's terrific for Recreation.
CUST1332,2022-11-03,DJI Air 2S,1825.61,Cash,1 Year,Daily,Recreation,4,I'm truly impressed with the DJI Air 2S. It's impressive and perfect for Recreation.
CUST1333,2023-01-10,Yuneec Typhoon H,642.95,Credit Card,No Warranty,Monthly,Aerial Photography,4,"For the price of 642.95, the Yuneec Typhoon H offers reliable performance. It's terrific for Aerial Photography."
CUST1334,2022-11-05,DJI Mini 2,1576.88,Debit Card,2 Years,Weekly,Recreation,4,I couldn't be happier with the DJI Mini 2. It's reliable and perfect for Recreation.
CUST1335,2022-12-23,Autel EVO 2 Pro,1235.63,Cash,1 Year,Daily,Professional Use,5,"For the price of 1235.63, the Autel EVO 2 Pro offers impressive performance. It's fantastic for Professional Use."
CUST1336,2023-02-13,DJI Mini 2,1048.01,Cash,2 Years,Weekly,Recreation,3,The DJI Mini 2 is satisfying and exceeded my expectations. It's exceptional for Recreation.
CUST1337,2023-02-18,Autel EVO 2 Pro,1981.56,Cash,1 Year,Weekly,Recreation,4,"For the price of 1981.56, the Autel EVO 2 Pro offers satisfying performance. It's perfect for Recreation."
CUST1338,2022-11-21,Skydio 2,419.64,PayPal,No Warranty,Monthly,Recreation,4,I couldn't be happier with the Skydio 2. It's outstanding and terrific for Recreation.
CUST1339,2023-01-12,Parrot Anafi USA,1236.42,PayPal,1 Year,Weekly,Aerial Photography,5,I'm truly impressed with the Parrot Anafi USA. It's satisfying and fantastic for Aerial Photography.
